parameter,value
"Total consumption",6739.493
"Sum of all exports",1103.859
"Sum of all respiratory flows",2425.253
"Sum of all flows into detritus",3818.177
"Total system throughput",14086.78
"Sum of all production",5182.966
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006573201
"Calculated total net primary production",3474.136
"Total primary production/total respiration",1.432484
"Net system production",1048.883
"Total primary production/total biomass",8.053877
"Total biomass/total throughput",0.03062175
"Total biomass (excluding detritus)",431.3619
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2007191
"Total market value",2.14144
"Total shadow value",0.07405096
"Total value",2.215491
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5023395
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.0298
